title,artist,id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,cluster
year of the $exxx $ymbol,Sole,0e9Vo4gtnVrKZswkCw9EaI,0.473,0.771,10,-7.868,0,0.374,0.000329,0.0,0.177,0.622,174.33,19
How Long,"Demograffics, Maniac",3daeHl6IBw6wMjn737C5CA,0.483,0.659,4,-6.467,0,0.415,0.475,2.62e-06,0.191,0.629,88.131,0
Amnesia,Blu,1wNtOxs2WXWgGwoHBb7LNG,0.579,0.673,6,-6.798,1,0.204,0.185,0.0,0.559,0.677,87.951,12
Infinite,Sweatshop Union,0BA5T1jWPQWeJF2aeCrX1T,0.674,0.694,1,-5.911,1,0.0969,0.659,0.0,0.277,0.351,93.528,6
Get Away (The Spirit of Wu-Tang),De La Soul,70ucTQoMOKZkyiyn2NRYlu,0.631,0.657,8,-8.773,1,0.294,0.597,0.0,0.459,0.559,91.329,2
I Hear Voices,STATIK KXNG,1NLHBe12TAnduSA5fgl8y0,0.636,0.845,6,-6.725,0,0.242,0.0471,0.0,0.138,0.583,81.834,14
Everybody Know,STATIK KXNG,0GhGJeeZudWf0N9eJOm4sG,0.692,0.808,6,-6.461,1,0.0501,0.0512,0.0,0.218,0.295,88.99,13
Good Gone Bad,STATIK KXNG,77VCk0rsfDTOIvGcRys3YY,0.584,0.793,1,-5.935,0,0.25,0.269,0.0,0.321,0.575,74.8,0
No Downtime,Ka,6LrPl1nylKSnNC1QZfKt6P,0.719,0.536,7,-9.751,1,0.183,0.701,0.0,0.438,0.58,88.051,10
Braille (feat. Bas),"Ab-Soul, Bas",1ysf0ZjAItXaAgAejGJZa6,0.609,0.538,2,-8.124,1,0.417,0.0461,0.0,0.137,0.214,132.094,5
Mo City Don,Z-Ro,338VhnERUjSnXmIFGuxonu,0.758,0.843,6,-3.564,1,0.266,0.0217,2.44e-05,0.412,0.378,98.037,18
Low Co.,Homeboy Sandman,6G9lPiN9V54v9U038KRjDz,0.609,0.686,0,-8.136,1,0.375,0.00137,0.0,0.204,0.521,187.605,5
Listen,Homeboy Sandman,2o17XvDx2FPZqFuyASzHoB,0.445,0.819,6,-8.433,1,0.284,0.00149,0.00586,0.272,0.588,85.912,18
You - The Only Ones,Strange Fruit Project,74R4C84OfLIE1bH1SYc0Wh,0.724,0.859,1,-5.362,1,0.236,0.0402,1.08e-05,0.0457,0.784,100.016,15
Lower da Boom,Artifacts,1q79aLwVAXl9Ukm9y1LPfL,0.589,0.612,10,-10.528,1,0.659,0.151,0.00409,0.117,0.406,176.231,5
Rosebudd's Revenge,Roc Marciano,6aZGTIFl5zdUsFFvW3VISc,0.694,0.601,11,-7.074,0,0.113,0.355,0.515,0.328,0.36,85.368,8
History,Roc Marciano,3mBikKjlOuxhucjzcT3Q3V,0.383,0.805,6,-3.909,0,0.351,0.439,0.00146,0.271,0.783,86.384,14
Gunsense,Roc Marciano,4nZd4sDYKG5tjo8Yj9nFTn,0.382,0.41,0,-10.832,0,0.0461,0.919,0.201,0.307,0.468,164.258,3
Killing Time,Roc Marciano,7muXgO0tac6xtzUwyyfP10,0.327,0.862,8,-4.288,1,0.305,0.793,0.0,0.524,0.678,69.664,18
Sincerely Antique,"Roc Marciano, Action Bronson, Willy the Kid",3sD7NwrIaCRcx3n0jkw5oI,0.245,0.87,10,-4.081,0,0.0908,0.0128,0.0,0.417,0.665,87.003,11
Ice Cream Man,Roc Marciano,6MQMfhP0fj3kfYfG02yrbQ,0.449,0.654,5,-6.013,1,0.192,0.391,0.0,0.159,0.84,151.002,5
Hold Me,"The Shield Enforcers, Casual, Skarekrow",5PWgavl1xLAebOp60TshwO,0.615,0.632,1,-9.318,1,0.268,0.0156,1.39e-05,0.214,0.751,173.909,5
Mickey Rourke,"Armor of God, Pro the Leader, The Holocaust, Chino XL, Masta Of Ceremoniez",5X1AMQI1V84NhpJgD6LWWa,0.562,0.79,10,-8.344,0,0.291,0.408,0.0,0.115,0.867,92.506,14
Godflesh,"Jedi Mind Tricks, Block McCloud, King Magnetic",1TL3bdtjj7lS7sDXHz3fs1,0.625,0.911,7,-4.929,1,0.138,0.00128,0.001,0.358,0.526,93.098,1
Crackin',King Magnetic,5ENyGm7zejGbdzbiTiStWf,0.417,0.944,4,-4.778,0,0.647,0.0864,0.0,0.36,0.294,82.595,18
Snakes,"El Michels Affair, Lee Fields",0QgZ2k778hWtS5W1ohVKNF,0.552,0.328,0,-7.888,1,0.0529,0.0398,0.0585,0.207,0.351,178.466,4
Bangladesh,"Your Old Droog, Heems",4UJ8bdbAw3qdETpt68BUN8,0.58,0.673,9,-6.17,1,0.424,0.36,3.97e-05,0.536,0.418,88.133,12
You Can Do It! (Give Up),Your Old Droog,1v9bR4jQ5UbTNTZJJ2eKvz,0.73,0.529,4,-8.284,1,0.0312,0.0898,2.37e-05,0.18,0.637,93.53,17
3000 Avenue X,"Masta Ace, Your Old Droog",7GzdPKdFbKpiVAGxzSNeNn,0.636,0.753,2,-6.521,1,0.351,0.0197,0.0,0.275,0.663,90.033,18
Make The World Go (feat. Blu & Edo G)," Superior, Blu, Edo. G",4561INa6cQWYGXsv0EbqUo,0.69,0.695,6,-4.459,1,0.262,0.283,0.0,0.658,0.456,91.148,12
I Got You (feat. Rocdwell)," Superior, Rocdwell",1OSPjM3RmWmkOD0BwqaR7T,0.407,0.921,2,-4.643,1,0.475,0.0472,1.15e-05,0.287,0.54,169.416,5
Glass Smith,SPNDA,4h5wvFULPW1nZWJ6HCDJtA,0.403,0.804,11,-6.817,0,0.269,0.0271,0.0,0.364,0.752,84.459,14
Transparency,"SPNDA, Termanology, Reks",0RKUr7sR3ss1mZLGjeSxV9,0.482,0.736,6,-6.552,0,0.329,0.00159,0.00504,0.611,0.414,168.031,19
Train Trussle,"U-God, Ghostface Killah, Scotty Wotty",0yrnPSkO0m54xUrAsiByqO,0.403,0.905,4,-3.911,0,0.385,0.38,0.0,0.276,0.664,177.539,19
Who?,"Snowgoons, Outerspace",61UhSMbRhwZotIp5L46Vgh,0.534,0.91,7,-1.827,1,0.123,0.0338,0.0,0.0706,0.548,88.992,1
At War,"Snowgoons, Savage Brothers, Sean Price",21LHtgeDciSGwCOKR4MH4O,0.47,0.933,10,-3.558,0,0.382,0.181,0.0,0.0341,0.711,178.177,19
Killaz Supreme,"Snowgoons, Ghostface Killah, ILL Bill, Aspects, Sick Jacken",52To4GMbhyKaLDUlS1mCBe,0.513,0.94,1,-4.176,1,0.327,0.0549,0.0,0.181,0.483,89.856,18
All of Her Heart,"Abstract Rude, Just Say Plz",0ci8KoJIW4VsauktvvwyXd,0.794,0.852,11,-5.628,1,0.215,0.565,0.0,0.128,0.635,96.022,2
Good Morning Neighbor,"Blu & Exile, Blu, Exile",2Zq2mhqRKR9AaurHtUF8Ew,0.578,0.645,7,-5.834,1,0.243,0.0908,0.0,0.641,0.631,84.821,12
Stayin' Busy,Silent Knight,6RmuBHjDkZH0mO4sIUTgeo,0.601,0.729,0,-5.227,1,0.301,0.0381,0.0,0.122,0.146,89.202,6
Oh Well,The Doppelgangaz,7pdmRxGK5FyFcJiw1m3JeN,0.597,0.667,6,-9.009,0,0.401,0.00505,0.000228,0.285,0.368,83.803,14
Dreams,"JuJu Rogers, Oddisee",2zLQbGjALvXRl9191V6WvC,0.475,0.756,1,-6.471,1,0.361,0.08,0.0,0.313,0.699,175.934,5
Soul Searching,"Dafuniks, Particle Man",4KPs0jUlIszf2osVsfEGbM,0.805,0.687,0,-6.263,1,0.185,0.199,3.54e-06,0.147,0.446,85.097,17
Rottweilers (Audible Doctor Remix),Brown Bag Allstars,5a1yp5VNbMoh1hCnS9SDxS,0.686,0.606,6,-6.838,1,0.29,0.127,0.0,0.26,0.344,92.483,2
Appreciate,"Pete Rock, C.L. Smooth",2TEex5u61uBfXxZxr7fjiN,0.776,0.519,7,-8.565,1,0.331,0.0479,2.47e-06,0.0979,0.736,90.845,2
All I Need (feat. Gift of Gab),"L'Orange, Jeremiah Jae, Gift Of Gab",7aUyoBq5hL3qbLgM1KE2ro,0.705,0.787,3,-7.193,0,0.249,0.311,0.0,0.369,0.812,97.111,0
Methods,"Charizma, Peanut Butter Wolf",1S2zLR5yI2hMghj9dmMTCH,0.744,0.602,10,-8.817,1,0.0731,0.0505,6.66e-06,0.111,0.606,83.985,2
Wellstone,"Soul Khan, Akie Bermiss",6tAGhzPjmYIAte7ie3mIf8,0.712,0.679,10,-6.805,0,0.22,0.0942,0.0,0.132,0.59,135.943,7
Don't Sleep,"Oddisee, Invincible, Finale",0xd68tEOJVgzwsurgCXpOM,0.606,0.752,3,-8.083,0,0.283,0.0417,4.86e-06,0.0495,0.732,124.236,0
Motor Music,Finale,6hWe06GNGFhjXNAuPDUW83,0.628,0.709,9,-5.125,0,0.31,0.0102,0.0,0.322,0.394,115.797,14
Like Yesterday,Denzil Porter,6dQBC3QPuRvnzi6J9HDCJM,0.64,0.584,11,-9.686,0,0.354,0.366,0.0,0.318,0.307,92.985,20
Lyrics,Dominik Omega,3IF9IYVNKpsKVDxyGvoMKy,0.756,0.789,5,-6.652,0,0.128,0.557,5.07e-06,0.304,0.952,94.928,0
Back Up!,Dominik Omega,3vRRv0cNl8LfbtsV948Nc7,0.623,0.763,9,-5.875,0,0.193,0.0249,8.81e-06,0.0708,0.526,92.989,14
Mr. Clean,Viktor Vaughn,4fA40676Ja1N59rCa9QECx,0.886,0.723,5,-7.572,0,0.171,0.108,5.41e-06,0.0916,0.86,95.01,7
Vomitspit,MF DOOM,0oduroQUXgL9mb4JO8XzB9,0.602,0.827,10,-5.677,0,0.217,0.147,0.0,0.393,0.844,92.993,14
Wise Men,"Napoleon Da Legend, Sean Price",5fxqaPLJmREXNbgQ0iMTJY,0.382,0.792,5,-5.983,0,0.453,0.323,0.0,0.384,0.635,154.113,19
Paper Habits,"Curren$y, Trademark Da Skydiver, Young Roddy, Jet Life",7m0MbQXHafuuYhHWW5ebQ9,0.555,0.598,10,-7.368,0,0.314,0.365,0.0,0.0865,0.65,82.516,14
Handle The Heights,"Almighty, Bronze Nazaret, CanibusIM-80, Keith Murray",4HnnFzflE9bw0UEKVr4gLJ,0.466,0.897,7,-4.824,1,0.335,0.359,0.0,0.351,0.587,84.915,18
Give it all you got,"Beats by Rudebwoay, Reks",3ON9bAN4rnuWDfTpeX3wmU,0.72,0.648,7,-7.343,1,0.282,0.118,0.0,0.248,0.854,98.95,2
I'm the Reason (M-Phazes Remix),Bekay,7rWgx7S4azgtA7Blxqqmxd,0.446,0.874,1,-4.564,1,0.337,0.000438,0.0,0.221,0.433,175.943,5
Crazy Man - Straitjacket Remix Featuring Celph Titled & R.A. the Rugged Man,Block McCloud,6jJ6G0I0xO7pbtEbhavPfs,0.609,0.778,6,-5.25,0,0.217,0.0669,0.0,0.108,0.329,87.477,11
Insomniac Olympics,Blockhead,7IuxuJBP6kwOOu1ShFzmR1,0.588,0.628,1,-7.714,1,0.0344,0.539,0.83,0.0968,0.186,88.006,21
Splash feat. Killah Priest,Brooklyn Academy,3xyvzimd8DnDPXGWRm4sXY,0.641,0.734,2,-9.532,1,0.37,0.27,0.0,0.293,0.542,89.957,18
Special Ladies,Cage,2pXz64lbXQUsEstsuXFcTd,0.547,0.752,1,-6.501,1,0.28,0.0161,0.0,0.283,0.647,91.675,18
Automaton - Four Tet Remix,"CYNE, Four Tet",61FM0UuiuENGCJVlf7qbi1,0.701,0.789,1,-8.872,1,0.161,0.128,0.0,0.353,0.45,103.02,6
Illusions,"Cypress Hill, Buddah Monks",5H3WIJvGN7zU4njGOFtNW9,0.653,0.61,8,-11.833,1,0.281,0.00884,0.228,0.183,0.436,182.042,5
Evil Deeds,"Des Devious, Stoupe, Jus Allah, Demoz",3lOs4jOKNlFvLiH2jJgw4o,0.718,0.844,1,-6.115,1,0.13,0.00732,3.81e-05,0.316,0.394,95.005,6
Pain Language,"DJ Muggs, Planet Asia",7nLAtHq6FgowVv2ZrPHc1A,0.657,0.763,1,-5.25,1,0.306,0.15,6.18e-05,0.139,0.591,100.039,18
Everything's Changing,Doap Nixon,4nE1gFILy6LWSGA772r6Ji,0.669,0.737,0,-3.737,0,0.143,0.151,0.0,0.256,0.331,98.951,11
Brain Damage,Eminem,099MPsZhn5HkEUNlpA89rK,0.866,0.599,2,-7.903,1,0.163,0.00917,0.0,0.0655,0.831,94.982,17
Still Don't Give A Fuck,Eminem,1F4lm7DxvpNvXfT3cGuJCb,0.693,0.856,4,-4.045,0,0.378,0.107,0.0,0.355,0.607,89.899,0
Nowhere No More ft. Ms. Davis,"Eternia, Torae, Ms. Davis, 9th Wonder",6ku8DzJtvqqaL6YKHvMKVL,0.532,0.853,7,-6.579,0,0.058,0.0335,0.0,0.149,0.765,84.226,7
Poetry in the Streets,"Necro, ILL Bill",6ial9oxurRjEDrKRjrovrf,0.639,0.828,2,-3.946,0,0.366,0.105,0.0,0.218,0.589,174.389,19
Movas & Shakers,Inspectah Deck,6WIwsfyxFSUPUZlS65Coip,0.479,0.686,1,-8.257,0,0.338,0.0335,0.0,0.158,0.468,182.515,19
Trail Of Lies,Jedi Mind Tricks,1DgvzZaNoleVLiUuZA4266,0.71,0.83,1,-7.071,1,0.109,0.00975,0.0956,0.093,0.448,90.781,6
The Age of Sacred Terror,Jedi Mind Tricks,4Z4icrWr3GTKDyvLmUN7Zz,0.66,0.872,4,-4.159,0,0.235,0.00292,0.0092,0.352,0.339,94.264,11
Rhythm Of The Rain F. Thee Tom Hardy & Tunji,Kno of Cunninlynguists,2iH0igbtIYSYcXB3bxkKE2,0.627,0.762,5,-6.932,0,0.0527,0.427,0.0,0.6,0.216,93.014,12
The New Day (Death Has No Meaning),Kno of Cunninlynguists,011t0lsyTEo5RER6itqTO3,0.509,0.653,10,-8.25,0,0.0322,0.125,0.401,0.192,0.437,94.011,11
So Bad,Analog Brothers,4uZUj1ORgG7WYtEYYkXi2f,0.527,0.803,9,-8.131,1,0.369,0.00933,1.5e-06,0.412,0.44,171.955,5
Familiar Names,"AKD, Deep Star",7fkm9wTLg5OjnSc8vAuGUC,0.716,0.772,11,-7.017,0,0.321,0.0437,0.0,0.0916,0.725,91.069,14
Cookie Cutter,"Qwel, Maker",5eznufet9KhZWCKYO9XgVU,0.677,0.881,1,-4.935,1,0.249,0.00464,1e-06,0.0801,0.622,92.344,18
Stone Cold Hustler (feat. Raheem Devaughn),"Jack Splash, Semi Hendrix, Ras Kass, Raheem DeVaughn",3wewZji9MNiu19bxVhREol,0.601,0.693,6,-7.166,0,0.465,0.0548,0.0,0.537,0.708,96.251,12
The Great,Planet Asia,4xS5Wml1o0YRImNfGHc34L,0.646,0.566,5,-6.099,1,0.307,0.0739,0.0,0.365,0.0511,92.612,13
Supah (feat. R.A. The Rugged Man),"Shuko, R.A. The Rugged Man",60KIqIpXfzHv4wgnC2P4O8,0.498,0.674,2,-8.278,1,0.37,0.0813,0.0,0.34,0.782,94.064,18
Lego Blocks,Maxilla Blue,33hkiTl0sb1uShDmYSBLK9,0.774,0.638,9,-8.725,0,0.328,0.357,0.0,0.122,0.807,97.538,20
Smoke Rings,"L'Orange, Stik Figa",2v9l5SywbBgZSxeYcwgi3O,0.703,0.822,4,-5.689,1,0.397,0.0782,0.00439,0.355,0.741,92.158,18
Fine,yU,3ZUsELPjVX4saxxmWuadf4,0.655,0.521,8,-11.494,0,0.0585,0.419,0.0387,0.157,0.704,112.113,10
Mr. Pitiful,Big Daddy Kane,2eHNe06x7CeCUxlIzHAgih,0.691,0.647,1,-12.082,1,0.267,0.211,0.0,0.0253,0.704,98.62,17
Witness (1 Hope),Roots Manuva,5KLcIahbdBJeZ8tHAyYMpN,0.74,0.866,6,-3.597,0,0.295,0.00128,4.32e-06,0.125,0.814,91.887,14
The World's Gone Mad,"Handsome Boy Modeling School, Del The Funky Homosapien, Barrington Levy, Alex Kapranos",6B0iSIh2HfXeBtRiwjDIms,0.711,0.594,0,-7.32,0,0.251,0.405,0.0,0.401,0.622,160.057,19
What You Get Now,"Aspects, Ghostface Killah, Cody Coyote",5g7djhQK1hrArf0SJhH1nu,0.589,0.785,1,-4.069,1,0.279,0.165,0.0,0.427,0.686,170.003,5
Heaven on a 45 (feat. Blu),"Azaia, Blu.",20BZIj6ooXciTt5VgOqhOQ,0.494,0.717,11,-8.947,0,0.223,0.0645,2.95e-06,0.182,0.366,92.955,14
Guaranteed,"ASM, Wax Tailor",2wtOG0yHaQ3wf7JfTgq3w4,0.793,0.7,8,-5.859,1,0.133,0.432,1.16e-05,0.308,0.825,90.012,2
"Bars & Hooks (feat. Sean Price, the Kid Daytona, the Incomparable Shakespeare & Harry Fraud)","AWKWORD, Sean Price, The Kid Daytona, The Incomparable Shakespeare, Harry Fraud",1pO4eR8mOTm7Kx1olkAKOs,0.647,0.587,2,-8.912,1,0.318,0.25,0.0,0.399,0.603,76.209,18
Got Class? (feat. Fresh Nerd),"AWKWORD, Fresh Nerd",6NhfpDIjKCqvdo8e0EX6ev,0.57,0.691,0,-11.799,0,0.331,0.0621,0.0,0.163,0.787,86.263,0
Doctor Doctor (feat. Guesswho? & Major R.E.),"AWKWORD, Guesswho, Major R.E",7mN9iAW7KoeG1KfftIlvkX,0.513,0.699,10,-10.42,0,0.445,0.0336,0.0,0.239,0.624,92.111,14
It's Not Possible (feat. Recluse Crew),"AWKWORD, Recluse Crew",357Lw4ozhFKYdgbJK9CRRx,0.763,0.703,6,-10.725,0,0.286,0.274,1.58e-06,0.732,0.588,90.975,12
Throw Away the Key (feat. L.Ment),"AWKWORD, Lm Ent",2fK2XFA8hXK3eIDIhCl97H,0.613,0.815,4,-9.626,1,0.296,0.169,0.0,0.151,0.772,76.02,18
The Shift (feat. Dirty Sanchez),"Aaron Rose, Dirty Sanchez",0SlGK1blgT7S9GJvMORhxU,0.589,0.83,1,-7.693,1,0.0596,6.8e-05,0.00734,0.326,0.513,95.981,6
The Art of Sole,Aaron Rose,22uMN2BQIfannHRZwrP4J5,0.74,0.714,2,-7.883,0,0.301,0.286,0.0,0.056,0.503,93.998,0
The Woods,"AllttA, 20syl, Mr. J. Medeiros",6RZtLa3Yu6CxebuR5z5gRA,0.631,0.73,2,-7.461,1,0.236,0.018,2.5e-05,0.213,0.459,159.927,5
Woke Up,Awol One & Factor,6itovt1fGHD6dOG7TtJhYk,0.832,0.793,6,-6.371,1,0.0464,0.319,0.000263,0.441,0.718,120.006,1
Malpy's Lament,Applied Science,3hnHkFYTuxa5wBfyzc5DpB,0.626,0.785,9,-6.23,1,0.474,0.651,0.0,0.0741,0.864,121.1,2
CRWNS,Armand Hammer,6qLMlC8Hyf9NdXjxDrlZBA,0.588,0.66,1,-9.695,1,0.453,0.135,0.0,0.146,0.707,152.388,5
Sofa Coins,Axel F,1eVdNDaFhq1Yya8A5HU03m,0.751,0.529,0,-12.028,1,0.158,0.36,0.0,0.119,0.706,79.974,17
20 Years of Practice (feat. Timbo King & Lone Ninja),"Anthai, Lone Ninja, Timbo King",1bo0TedKTOgbyAc8bBgK18,0.471,0.836,7,-4.158,1,0.347,0.00536,3.8e-06,0.113,0.464,87.567,18
Killa Bee Swarm,"Almighty, Bronze NazarethITimbo KingI5-StarIKillah Priest",3TfZTv8uHnxOLSQd187Yb5,0.521,0.924,11,-4.561,0,0.33,0.501,0.0,0.19,0.558,80.628,14
Now Or Never,"Almighty, Solomon ChildsISon One, M-80, 5 Star",3zEFwzQGOTAoUdEmpuV0zI,0.532,0.942,0,-3.795,1,0.357,0.04,0.0,0.532,0.641,81.966,18
Dead Flowers,"Almighty, 60 Second Assassin, C-Rayz Walz",3FKPr66lOSYYjYIFyt1Z83,0.5,0.797,2,-4.626,1,0.284,0.0249,0.0,0.313,0.618,92.135,18
Play The Drum,"Zeph, Azeem",4xdQqv1REDnBsf0P2Id2qx,0.897,0.581,9,-7.544,1,0.274,0.354,0.0,0.0589,0.698,90.504,2
"Punish the Cypher (feat. Chris Rivers, Fnx, Sinical, Scarz, Big Kurt & Big G's)","Lingo, Chris Rivers, FNX, Sinical, Scarz, Big Kurt, Big G's",44ExZE0YkAs30XOP4qExds,0.489,0.866,2,-6.66,1,0.356,0.314,0.0,0.363,0.592,174.055,5
Goin' All Out,"Blastah Beatz, Kool G Rap, Goretex Elohim, Finale",1L534SE7YxuZgnMb2j2ryV,0.399,0.777,1,-5.287,1,0.233,0.00861,0.0,0.271,0.379,85.721,6
Odyssey,"Coops, Elz",76hdKwbqDI5tjyyFCwzSZy,0.803,0.432,0,-9.874,0,0.124,0.532,0.0,0.115,0.645,126.126,10
Why,Coops,4IuCecRV2sUAz6YE7B0vX0,0.789,0.733,11,-7.796,1,0.117,0.024,0.0,0.218,0.662,91.989,2
Clouds,"Coops, Sophie Faith",06wezof8UEkZilpMUWpLYc,0.852,0.592,6,-6.706,0,0.148,0.289,0.0,0.127,0.539,94.604,20
Pass Da Weed,Coops,2b9wlS7lBGxAVmpFh16Mue,0.815,0.722,10,-3.828,0,0.128,0.217,0.0,0.352,0.6,94.006,7
The Gunshot,"Nicolay, Kay, Chip Fu",5qo3qVCzCbzCAtqbtnipJE,0.359,0.734,11,-4.739,1,0.0572,0.0119,0.000761,0.182,0.377,85.154,13
Nobody,Locksmith,5kNMmztfgRI9XeDTVnu5Po,0.77,0.827,10,-6.319,1,0.215,0.316,1.97e-06,0.149,0.42,110.986,2
Reliant,M-Dot,3m8CmAC0RXcA2deMbTEw58,0.69,0.881,7,-4.377,1,0.0933,0.0209,0.0,0.3,0.713,82.032,1
Shine,"M-Dot, Method Man, Dominique Larue",4BnolonrnGS2byMhHCINMR,0.511,0.893,7,-3.219,1,0.255,0.391,0.0,0.108,0.456,174.448,4
All Alone (ft. Masta Ace & Torae),"DJ Low Cut, Masta Ace, Torae",0JAgWiPimqjP1ypw4jOD5d,0.666,0.873,0,-6.085,0,0.242,0.068,4.9e-06,0.106,0.367,174.049,19
Déjà Vu (ft. Rasheed Chappell & Soul The American Dream),"DJ Low Cut, Rasheed Chappell, Soul The American Dream",4beMFgmqNUwfwqWo97rII5,0.646,0.783,6,-6.661,0,0.0518,0.0247,0.0,0.799,0.361,87.991,12
I'm Here (ft. Dontique & CF),"DJ Low Cut, C.F, Dontique",33uV4gI84ikShZEIbgfyEu,0.578,0.899,10,-6.736,0,0.289,0.035,1.06e-06,0.129,0.545,176.087,19
Earn It (feat. M-Dot & Revalation)," Superior, M-Dot, Revalation",6ZsuLi7KKTQqBeVNSseaED,0.418,0.73,10,-4.439,0,0.199,0.0115,0.0,0.379,0.52,87.92,14
Smooth Hardcore (feat. AG),"Beneficence, AG",44E5OerUpvzOT24BjUbJOq,0.715,0.781,6,-5.435,0,0.268,0.363,0.0001,0.35,0.654,91.952,14
Take My Turn (feat. Action Bronson & Jared Evan),"Termanology, Action Bronson, Jared Evan",3d6AOBb4ZpkgbjnTsIDwb5,0.687,0.749,7,-4.985,0,0.0755,0.3,0.0,0.514,0.776,101.417,12
Naturally Born,Ayatollah,5Jcxi4LxWrlDrEjlM7ZJcS,0.718,0.783,7,-8.03,1,0.048,0.00165,0.235,0.41,0.604,89.013,1
Verbal Attack,Aspects,0mH7jMGRuIlvHOuKzoW316,0.701,0.916,0,-3.212,0,0.315,0.325,0.0,0.241,0.648,88.976,0
Definition of God,Sean Price,0J5Q6WmawB9Cq5O9g5euTd,0.474,0.871,2,-3.082,1,0.385,0.0996,0.0,0.147,0.437,81.97,18
Go Rambo (feat. Illa Ghee & Head I.C.E.),"Sean Price, Head Ice, Illa Ghee",5GhKak851mq0CrNcViIFJQ,0.527,0.702,11,-8.133,0,0.36,0.43,0.0,0.166,0.474,79.063,14
Bringing It Back (feat. Self Provoked),"Pawz One, Self Provoked",5uKmzqlmHZbkAhNeRK5tzp,0.717,0.866,2,-5.093,1,0.345,0.106,3.46e-05,0.556,0.955,78.907,18
How Real Is That,"Beat Bruisers, Pawz One, Ruste Juxx",2TEQkJfQGDBDwTT3ZCg3Fm,0.687,0.806,2,-6.996,0,0.0705,0.502,0.0,0.112,0.608,178.019,19
The Exorcist,Little Vic,0Ba3YXU6tXn2mlkzX6dxpJ,0.874,0.47,1,-12.015,1,0.412,0.0599,0.0,0.118,0.492,93.945,17
Illadelph Elohim,"Maylay Sparks, Last Emperor, Rucker Pawk",63mMLvH0UJ9tacYbr8jW6Q,0.693,0.892,11,-4.879,1,0.332,0.157,0.0,0.324,0.647,88.073,2
Stayin' Busy,Silent Knight,2TTW5XmlzVWRWqgZz7SN1m,0.6,0.729,0,-5.228,1,0.305,0.0381,0.0,0.122,0.146,89.2,6
Love & Revolution,Silent Knight,2r6mtXZTGIIEzEyXQInJmp,0.75,0.786,6,-6.582,0,0.24,0.00557,0.0,0.0759,0.57,93.055,0
Cold,"Stik Figa, L'Orange",4S0rPoiYazgrmJTVVrerv2,0.718,0.678,10,-5.492,0,0.327,0.748,0.0,0.173,0.567,120.906,14
Holding Back Tears,"Stik Figa, Apollo Brown",1drVVKks4T8jA6NwnKVYvG,0.694,0.529,5,-7.734,1,0.416,0.403,6.23e-06,0.136,0.556,80.001,2
The Backup - L'Orange Remix,Diamond District,74AJtefRbA7pMjndwWRsdy,0.676,0.761,1,-6.349,1,0.355,0.218,1.55e-05,0.343,0.503,88.01,18
Turn up the Volume,Vstylez,5NF1s8N0xZyktsOvCUzbVa,0.455,0.804,10,-5.056,0,0.312,0.0213,0.0,0.227,0.668,85.331,14
Built (feat. Kid Vishis & Kuniva),"Vstylez, Kid Vishis, Kuniva",2BMjs0MRP3o1JV4TTlbhD4,0.561,0.869,4,-4.413,1,0.372,0.195,0.0,0.297,0.656,85.703,18
At Oddz Til I'm Even,Vstylez,5yIO8hQ7tyIDFh0InzlRre,0.741,0.852,11,-3.807,0,0.281,0.242,0.0,0.288,0.697,86.988,14
No Joking Matter (feat. Chip Fu),"Vstylez, Chip Fu",0w3f3llnp7JLbtgAlu8gyA,0.648,0.941,11,-1.658,0,0.231,0.571,0.0,0.34,0.808,89.153,14
Afraid of Nothing,"Chino XL, Somaya Reese",3EQi7JgykEyg59FyU0pNmn,0.546,0.764,9,-5.001,1,0.304,0.00408,0.0,0.372,0.586,85.963,18
Take It Back,"Chino XL, Rakka Iriscience, Roc Marciano, DJ Romes",0YCFv5FkDy37lxI2JJydgv,0.522,0.938,1,-5.038,1,0.263,0.00456,6.25e-06,0.196,0.606,91.996,18
Battle Cry (Remix feat. Boog Brown),The Regiment,25bHKouyyyIRI4XXGRAIqC,0.486,0.983,9,-1.965,0,0.319,0.035,0.0,0.0702,0.713,71.337,14
Vanish,Wordsworth,75k0d3Luo381K5984qIyyX,0.625,0.769,4,-5.182,0,0.21,0.0222,0.0,0.19,0.637,88.709,0
Knock On My Door,Wordsworth,3aNZY4Sh6r7KTA9KUWWl4y,0.459,0.919,11,-3.526,1,0.383,0.193,0.0,0.185,0.806,88.985,18
Popped Off,"Kool G Rap, Sean Price, Ransom",380YxQfSe4XdDRT7N7ujTS,0.474,0.767,2,-5.716,1,0.244,0.691,0.0,0.206,0.342,87.526,18
Wise Guys,"Kool G Rap, Lil Fame, Freeway",0PlJZ0dbxwRRGJt1Z6PGOa,0.424,0.89,6,-5.194,0,0.341,0.0104,0.0,0.305,0.784,176.276,19
Dirty Rev,Showbiz & A.G.,25Ul40HoW1dUgoIaQEn6Lt,0.653,0.483,3,-10.228,1,0.41,0.0491,0.0,0.338,0.963,81.929,17
Live With Show and A (feat. Roc Marci & John Robinson),"Showbiz & A.G., Roc Marci, John Robinson",3DlFRSa1Tv3Tziw03PqexU,0.666,0.685,0,-5.576,1,0.0941,0.0667,7.5e-06,0.0942,0.343,84.048,6
